Sr #,Registration #,Unit Name,Date of Registration,Address of Establishment,Tehsil,District,Directorate,Contact #,Date of Start of Business,Name of Employer,Nature of Business,No. of Permanent Employees,No. of Temporary Employees,No. of Contractual Employees ,Total No. of Employees,Amount of wages paid to employees (Dec 2017),Amount of contribution paid (Dec 2017),F4 No. ,Amount of C4,F5 No.,F5 Amount,Where C4 Amount is Excess,Where C4 Amount is Less,Amount Increase Receivable ,Increase Amount Received,Accum. Balance of arrears,Functional/ Non- Functional ,Cases u/s 57,Cases u/s 59,Cases U/S 66,Cases U/S 81,Civil / High Court
41998,39-2288,M/s. Madni Soap Factory,11.08.1993,Chichawatni road Burewala,Burewala,Vehari,Multan,,11.08.1993,,Miscellaneos industries ,,,,,,,,,,,,,,,126514,Non-Functional,,,,,
41999,23-2289,M/s. Al-Sabah Weaving Mills ,11.08.1993,Chichawatni road Burewala,Burewala,Vehari,Multan,,11.08.1993,,Manufacture of Textile ,5,0,0,5,,,,4500,,,,,,,148760,Functional ,,,,,
42000,23-2290,Danewal Textile mills,11.08.1993,Burewala,Burewala,Vehari,Multan,,11.08.1993,,Manufacture of Textile ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42001,20-2342,M/s. New Pak Madina Bakers ,21.12.1994,vehari road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Food Mfg. Industries Except Beverage Industries ,5,0,0,5,,,,4500,,,,,,,376080,Functional ,,,,,
42002,83-2343,M/s. Nazar Hotel & Workshop ,21.12.1994,vehari Bazar Burewala,Burewala,Vehari,Multan,,21.12.1994,,Recreation Services,,,,,,,,,,,,,,,278633,Non-Functional,,,,,
42003,83-2344,M/s. Attal Sweets & Bakers ,21.12.1994,vehari Bazar Burewala,Burewala,Vehari,Multan,,21.12.1994,,Recreation Services,,,,,,,,,,,,,,,300737,Non-Functional,,,,,
42004,26-2345,M/s. Mughal Furniture Works ,21.12.1994,lakar mandi Bazar Burewala,Burewala,Vehari,Multan,,21.12.1994,,Manufacture of furniture and fixtures ,5,0,0,5,,,,4500,,,,,,,248574,Functional ,,,,,
42005,26-2346,M/s. Data Waly Furniture & Workshop,21.12.1994,lakar mandi Bazar Burewala,Burewala,Vehari,Multan,,21.12.1994,,Manufacture of furniture and fixtures ,5,0,0,5,,,,4500,,,,,,,342501,Functional ,,,,,
42006,23-2347,M/s. Sagheer Brothers Cotton Factory ,21.12.1994,265/EB Jamlara road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Manufacture of Textile ,5,0,0,5,,,,4500,,,,,,,126886,Functional ,,,,,
42007,20-2348,Safder oil mills,21.12.1994,505/EB road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42008,20-2349,M/s. Karni Oil Mills ,21.12.1994,Ludan Road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,4112,Non-Functional,,,,,
42009,35-2350,Ilyas Tin makers,21.12.1994,Lahore Road Burewala,Burewala,Vehari,Multan,,21.12.1994,,"Manufacture of metal products, except Machinery and transport equipment ",,,,,,,,,,,,,,,0,Non-Functional,,,,,
42010,20-2351,M/s. Sajid Oil Mills ,21.12.1994,259/EB Burewala,Burewala,Vehari,Multan,,21.12.1994,,Food Mfg. Industries Except Beverage Industries ,5,0,0,5,,,,4500,,,,,,,41830,Functional ,,,,,
42011,23-2352,M/s. Madina Weaving Mills ,21.12.1994,451/EB vehari road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Manufacture of Textile ,,,,,,,,,,,,,,,94362,Non-Functional,,,,,
42012,21-2353,M/s. Coca Cola Sales Depot ,21.12.1994,channu more Burewala,Burewala,Vehari,Multan,,21.12.1994,,Bevarage Industries ,,,,,,,,,,,,,,,300,Non-Functional,,,,,
42013,36-2354,M/s. Super Steel Silencer Factory ,21.12.1994,505/EB road Burewala,Burewala,Vehari,Multan,,21.12.1994,,"Manufacture of Machinery, except electrical machinery ",,,,,,,,,,,,,,,7700,Non-Functional,,,,,
42014,20-2355,M/s. New Al- Mehboob Oil Mills ,21.12.1994,Multan road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Food Mfg. Industries Except Beverage Industries ,1,0,0,1,,,,900,,,,,,,120324,Non-Functional,,,,,
42015,36-2356,M/s. Al-Mehboob Mechanical Works ,21.12.1994,Multan road Burewala,Burewala,Vehari,Multan,,21.12.1994,,"Manufacture of Machinery, except electrical machinery ",3,0,0,3,,,,2700,,,,,,,305255,Functional ,,,,,
42016,20-2357,M/s. Faisal Oil Mills ,21.12.1994,Masoom Shah Road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,100785,Non-Functional,,,,,
42017,167422,Shoukat Oil Mills,21.12.1994,Masoom Shah Road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42018,36-2360,M/s. Bismillah Gas Cutting,21.12.1994,vehari road Burewala,Burewala,Vehari,Multan,,21.12.1994,,"Manufacture of Machinery, except electrical machinery ",1,0,0,1,,,,900,,,,,,,92950,Non-Functional,,,,,
42019,20-2361,M/s. Farukh Hafeez Brothers Oil Mills ,21.12.1994,channu more Burewala,Burewala,Vehari,Multan,3008679153,21.12.1994,M.Saleem,Food Mfg. Industries Except Beverage Industries ,1,0,0,1,,,,900,,,,,,,92460,Non-Functional,,,,,
42020,23-2362,M/s. M.I Cotton Ginning ,21.12.1994,kamand road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Manufacture of Textile ,,,,,,,,,,,,,,,1260,Non-Functional,,,,,
42021,23-2363,M/s. Khurshid Jamal Cotton ,21.12.1994,kamand road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Manufacture of Textile ,,,,,,,,,,,,,,,2940,Non-Functional,,,,,
42022,23-2364,M/s. Asad Weaving Mills ,21.12.1994,505/EB road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Manufacture of Textile ,,,,,,,,,,,,,,,39670,Non-Functional,,,,,
42023,20-2365,M/s. Salamat Oil Mills ,21.12.1994,kamand road Burewala,Burewala,Vehari,Multan,,21.12.1994,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,47452,Non-Functional,,,,,
42024,20-2391,M/s. Chohan Vegetable Ghee Mills ,01.06.1995,Jamlara Road Burewala,Burewala,Vehari,Multan,,01.06.1995,,Food Mfg. Industries Except Beverage Industries ,2,0,0,2,,,,1800,,,,,,,37077,Non-Functional,,,,,
42025,20-2392,M/s. Al-Awan Oil Mills ,01.06.1995,kamand road Burewala,Burewala,Vehari,Multan,,01.06.1995,,Food Mfg. Industries Except Beverage Industries ,1,0,0,1,,,,900,,,,,,,104449,Non-Functional,,,,,
42026,23-2393,Burewala cotton,01.06.1995,Chichawatni road Burewala,Burewala,Vehari,Multan,,01.06.1995,,Manufacture of Textile ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42027,23-2394,M/s. Al-Najaf Cotton Factory ,01.06.1995,281/eb Burewala,Burewala,Vehari,Multan,,01.06.1995,,Manufacture of Textile ,1,0,0,1,,,,900,,,,,,,63062,Functional ,,,,,
42028,23-2395,M/s. Mudasar Industries ,01.06.1995,Ludan Road Burewala,Burewala,Vehari,Multan,,01.06.1995,,Manufacture of Textile ,2,0,0,2,,,,1800,,,,,,,63523,Functional ,,,,,
42029,20-2396,M/s. Tahir Flour Mills ,01.06.1995,Chichawatni road Burewala,Burewala,Vehari,Multan,,01.06.1995,,Food Mfg. Industries Except Beverage Industries ,15,0,0,15,229000,13740,17204,,,,,,,,47986,Functional ,,,,,
42030,23-2359,M/s. Silver Petal Cotton Ginning  ,01.06.1995,Chichawatni road Burewala,Burewala,Vehari,Multan,,01.06.1995,,Manufacture of Textile ,,,,,,,,,,,,,,,28886,Non-Functional,,,,,
42031,20-2421,M/s. S.M Oil Mills ,11.06.1995,515/EB Burewala,Burewala,Vehari,Multan,,11.06.1995,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,1000,Non-Functional,,,,,
42032,23-2422,M/s. Bhatti Spinners ,11.06.1995,451/EB Multan road Burewala,Burewala,Vehari,Multan,,11.06.1995,,Manufacture of Textile ,,,,,,,,,,,,,,,3000,Non-Functional,,,,,
42033,20-2420,Ramay oil mills,11.06.1995,555 Burewala,Burewala,Vehari,Multan,,11.06.1995,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42034,20-2501,M/s. Abid Oil Mills ,25.09.1996,Multan road Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,1,0,0,1,,,,900,,,,,,,68558,Non-Functional,,,,,
42035,20-2502,Illahi oil mills,25.09.1996,461/EB road Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42036,218192,Madina Oil mills,25.09.1996,533/EB Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,1,0,0,1,,,,900,,,,,,,111210,Functional ,,,,,
42037,20-2495,Bilal oil mills,25.09.1996,473/EB Masoom shah road Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42038,20-2496,Itehad oil mills,25.09.1996,473/EB Masoom shah road Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42039,20-2498,Khawaja oil mills,25.09.1996,457/EB Burewalla,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42040,20-2499,Malik oil mills,25.09.1996,Chichawatni road Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42041,20-2504,Kung oil mills,25.09.1996,483/EB Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42042,20-2500,M/s. Ghausia Engineering ,25.09.1996,vehari road Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,5280,Non-Functional,,,,,
42043,20-2493,M/s. Al-Data Oil Mills ,25.09.1996,505 burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,65321,Non-Functional,,,,,
42044,20-2494,Saleem oil mills,25.09.1996,517/EB Vehari road Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42045,20-2503,M/s. Itehad Oil Mills,25.09.1996,channu more Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,4680,Non-Functional,,,,,
42046,35-2471,Sk Steel Factory,1.06.1996,15F Burewala,Burewala,Vehari,Multan,,1.06.1996,,"Manufacture of metal products, 
except Machinery and transport equipment ",,,,,,,,,,,,,,,0,Non-Functional,,,,,
42047,20-2492,M/s. Chishti Oil Mills ,25.09.1996,vehari road Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,1,0,0,1,,,,900,,,,,,,76762,Functional ,,,,,
42048,20-2505,Sadique oil mills,25.09.1996,Chichawatni road Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42049,20-2506,Ashraf oil mills,25.09.1996,Chichawatni road Burewala,Burewala,Vehari,Multan,,25.09.1996,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42050,20-2547,M/s. Ashraf Food Industries ,19.11.1997,kamand road Burewala,Burewala,Vehari,Multan,,19.11.1997,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,80307,Non-Functional,,,,,
42051,36-2548,M/s. New Sunlight Industries ,19.11.1997,Multan road Burewala,Burewala,Vehari,Multan,,19.11.1997,,"Manufacture of Machinery, except electrical machinery ",3,0,0,3,,,,2700,,,,,,,214333,Functional ,,,,,
42052,20-2561,Anwer oil mills,19.11.1997,Multan road Burewala,Burewala,Vehari,Multan,,19.11.1997,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42053,82-2592,M/s. Jinnah Model School ,1.12.1999,J Block Burewala,Burewala,Vehari,Multan,,1.12.1999,,Community and Business Services ,7,0,0,7,,,,6300,,,,,,,527147,Functional ,,,,,
42054,82-2591,M/s. Tabinda Model High School ,1.10.1999,G Block Burewala,Burewala,Vehari,Multan,,1.10.1999,Nouman,Community and Business Services ,10,0,0,10,,,,9000,,,,,,,453435,Functional ,,,,,
42055,82-2588,M/s. Cresent Model High School ,1.12.1999,Satlight town Burewala,Burewala,Vehari,Multan,,1.12.1999,Abdul Waheed,Community and Business Services ,7,0,0,7,,,,6300,,,,,,,410196,Functional ,,,,,
42056,82-2589,M/s. Sir Syed Model School ,1.12.1999,Mujahid Colony Burewala,Burewala,Vehari,Multan,,1.12.1999,,Community and Business Services ,5,0,0,5,,,,4500,,,,,,,384860,Functional ,,,,,
42057,82-2590,M/s. City Public High School ,1.12.1999,E Block Burewala,Burewala,Vehari,Multan,,1.12.1999,,Community and Business Services ,,,,,,,,,,,,,,,260208,Non-Functional,,,,,
42058,20-2585,Tawakal oil,01.04.1998,Multan road Burewala,Burewala,Vehari,Multan,,01.04.1998,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42059,20-2586,M/s. Talha & Company ,01.04.1998,Ludan Road Burewala,Burewala,Vehari,Multan,,01.04.1998,,Food Mfg. Industries Except Beverage Industries ,1,0,0,1,,,,900,,,,,,,77081,Non-Functional,,,,,
42060,23-2627,M/s. Hajvari Cotton Factory ,07.04.1999,Ludan Road Burewala,Burewala,Vehari,Multan,3037637299,07.04.1999,Daod,Manufacture of Textile ,1,0,0,1,,,,900,,,,,,,48676,Non-Functional,,,,,
42061,31-2729,M/s. Jammat Pvc Pipe Factory ,10.11.1999,259/EB Burewala,Burewala,Vehari,Multan,,10.11.1999,,Manufacture of Chemicals and Chemical Products ,7,0,0,7,,,,6300,,,,,,,71794,Functional ,,,,,
42062,20-2728,AR oil mills,10.11.1999,271/EB Burewala,Burewala,Vehari,Multan,,10.11.1999,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42063,82-2745,M/s. Sir Syed Model School ,10.11.1999,yousif Block Burewala,Burewala,Vehari,Multan,,10.11.1999,,Community and Business Services ,,,,,,,,,,,,,,,250935,Non-Functional,,,,,
42064,82-2857,M/s. Pakistan Public School ,1.12.1999,gaggu Mandi Burewala,Burewala,Vehari,Multan,,1.12.1999,,Community and Business Services ,,,,,,,,,,,,,,,289325,Non-Functional,,,,,
42065,40-2858,Sarwer Bhatta,1.12.1999,431/EB Burewala,Burewala,Vehari,Multan,,1.12.1999,,Contructions ,,,,,,,,,,,,,,,0,Non-Functional,,,,,
42066,13-2937,M/s. Raja Petroleum ,3.10.2001,217/EB Burewala,Burewala,Vehari,Multan,,3.10.2001,,Crude Petroleum and Natural Gase ,4,0,0,4,,,,3600,,,,,,,258467,Functional ,,,,,
42067,23-2940,M/s. Daud Lawrencepure ,3.10.2001,daod abad Burewala,Burewala,Vehari,Multan,,3.10.2001,,Manufacture of Textile ,14,0,0,14,,,,13710,37576,18256,,,1458,,3351115,Functional ,,,,,
42068,23-2940,M/s. Shahzada Security Service(CONT),3.10.2001,daod abad Burewala,Burewala,Vehari,Multan,,3.10.2001,,Manufacture of Textile ,0,0,30,30,470000,28200,,,,,,,,,7052,Functional ,,,,,
42069,13-2938,M/s. Mukhtar Petroleum Service ,3.10.2001,adda Quarter Burewala,Burewala,Vehari,Multan,,3.10.2001,,Crude Petroleum and Natural Gase ,4,0,0,4,,,,3600,,,,,,,341423,Functional ,,,,,
42070,20-2939,M/s. Haji Faqeer Muhammad Ghee Industires ,3.10.2001,Multan road Burewala,Burewala,Vehari,Multan,,3.10.2001,,Food Mfg. Industries Except Beverage Industries ,31,0,0,31,469200,28152,,,,,,,,,504,Functional ,,,,,
42071,20-2976,"M/s. Bismillah Flour Mills, Burewala",26.03.2002,Chichawatni road Burewala,Burewala,Vehari,Multan,067-3027230,26.03.2002,Abdul Khaliq,Food Mfg. Industries Except Beverage Industries ,12,0,0,12,180000,10800,17236,,,,,,,,42705,Functional ,,,,,
42072,13-2977,"M/s. Burewala Express Filling Station, ",26.03.2002,Multan road Burewala,Burewala,Vehari,Multan,,26.03.2002,,Crude Petroleum and Natural Gase ,5,0,0,5,,,,4500,,,,,,,371084,Functional ,,,,,
42073,14-3084,M/s. Dhiloon PVc Pipe Factory ,20.11.2002,Burewala,Burewala,Vehari,Multan,067-3354473,20.11.2002,Tanveer Ahmed,Stone Quarrying Clay &amp; Sand Pits ,10,0,0,10,151000,9060,17239,,,,,,,,35880,Functional ,,,,,
42074,61-3293,M/s. Al-Fateh Medicine Company,01.07.2003,Arif Bazar Burewala,Burewala,Vehari,Multan,,01.07.2003,,Whole Sale and Retails Trade ,7,0,0,7,,,,6300,,,,,,,478451,Functional ,,,,,
42075,20-3289,M/s. New Sheren Mahal Sweets & Bakers ,01.07.2003,Burewala,Burewala,Vehari,Multan,,01.07.2003,,Food Mfg. Industries Except Beverage Industries ,5,0,0,5,,,,4500,,,,,,,365466,Functional ,,,,,
42076,13-3292,M/s. Imran Petroleum Service ,01.07.2003,Multan road Burewala,Burewala,Vehari,Multan,3330285339,01.07.2003,Bakht Sher,Crude Petroleum and Natural Gase ,5,0,0,5,,,,4500,,,,,,,354663,Functional ,,,,,
42077,20-3288,M/s. Hafiz Revari Sweets Mart ,01.07.2003,College Road Burewala,Burewala,Vehari,Multan,,01.07.2003,,Food Mfg. Industries Except Beverage Industries ,5,0,0,5,,,,4500,,,,,,,354651,Functional ,,,,,
42078,20-3297,M/s. Hafiz Brothers Oil Mills ,01.07.2003,Chichawatni road Burewala,Burewala,Vehari,Multan,,01.07.2003,GH.Sarwer,Food Mfg. Industries Except Beverage Industries ,2,0,0,2,,,,1800,,,,,,,83550,Functional ,,,,,
42079,20-3307,M/s. Fayyaz Oil Mills ,01.07.2003,Lahore Road Burewala,Burewala,Vehari,Multan,,01.07.2003,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,82522,Non-Functional,,,,,
42080,23-3461,M/s. Chaudhary Brothers Cotton Factory ,01.07.2003,Ludan Road Burewala,Burewala,Vehari,Multan,,01.07.2003,,Manufacture of Textile ,2,0,0,2,,,,1800,,,,,,,121016,Functional ,,,,,
42081,23-3526,M/s. Nazami Cotton Factory ,01.07.2003,Ludan Road Burewala,Burewala,Vehari,Multan,,01.07.2003,Haji Umer,Manufacture of Textile ,3,0,0,3,46000,2760,18138,,,,,,,,110359,Functional ,,,,,
42082,20-3580,M/s. Gunj Shakar Ghee Industries ,01.07.2003,gaggu Mandi Burewala,Burewala,Vehari,Multan,067-3501509,01.07.2003,,Food Mfg. Industries Except Beverage Industries ,28,0,0,28,435000,26100,18017,,,,,,,,302696,Functional ,,,,,
42083,20-3610,M/s. Pak Milat Food Industries ,01.07.2003,Ludan Road Burewala,Burewala,Vehari,Multan,,01.07.2003,Main Ubaid,Food Mfg. Industries Except Beverage Industries ,10,0,0,10,150000,9000,17128,,,,,,,,108361,Functional ,,,,,
42084,61-3776,M/s. Abu Daud Trading Company ,10.04.2009,House no 37 gushan Raza MasJid,Burewala,Vehari,Multan,,10.04.2009,,Whole Sale and Retails Trade ,8,0,0,8,,,,8000,,,,,,,17111,Functional ,,,,,
42085,83-3581,M/s. Rehman Restaurant ,01.07.2003,vehari Bazar Burewala,Burewala,Vehari,Multan,,01.07.2003,,Recreation Services,3,0,0,3,,,,2700,,,,,,,286500,Functional ,,,,,
42086,40-3567,M/s. Al-Tawakal Bricks ,20.10.2008,Mana More Gaggo  Burewala,Burewala,Vehari,Multan,,20.10.2008,,Contructions ,5,0,0,5,,,,4500,,,,,,,308100,Functional ,,,,,
42087,13-3568,M/s. Chaudhary Petroleum Service ,20.10.2008,259/EB Burewala,Burewala,Vehari,Multan,,20.10.2008,,Crude Petroleum and Natural Gase ,11,0,0,11,165000,9900,17241,,,,,,,,33975,Functional ,,,,,
42088,40-3569,M/s. Hamza Bricks ,20.10.2008,Mana More Gaggo  Burewala,Burewala,Vehari,Multan,,20.10.2008,,Contructions ,5,0,0,5,,,,4500,,,,,,,308100,Functional ,,,,,
42089,83-3570,M/s. Noor Wazeer Restaurant ,20.10.2008,vehari road Burewala,Burewala,Vehari,Multan,,20.10.2008,,Recreation Services,,,,,,,,,,,,,,,156000,Non-Functional,,,,,
42090,20-3571,M/s. Fayyaz Oil Mills ,20.10.2008,vehari road Burewala,Burewala,Vehari,Multan,,20.10.2008,,Food Mfg. Industries Except Beverage Industries ,1,0,0,1,,,,900,,,,,,,70680,Functional ,,,,,
42091,13-3578,M/s. Qazi Petroleum Service ,20.10.2008,Lahore Road Burewala,Burewala,Vehari,Multan,,20.10.2008,,Crude Petroleum and Natural Gase ,1,0,0,1,,,,900,,,,,,,308100,Functional ,,,,,
42092,83-3708,M/s. Nife & Folk Restaurant ,20.10.2008,Masoom Shah Road Burewala,Burewala,Vehari,Multan,,01.04.2009,,Recreation Services,5,0,0,5,,,,4500,,,,,,,269113,Functional ,,,,,
42093,20-3579,M/s. Malik Oil Mills ,20.10.2008,Lahore Road Burewala,Burewala,Vehari,Multan,,20.10.2008,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,40200,Non-Functional,,,,,
42094,20-3903,M/s. Ramzan Oil Mills ,1.09.2009,kamand road Burewala,Burewala,Vehari,Multan,3006999157,1.09.2009,Awais,Food Mfg. Industries Except Beverage Industries ,1,0,0,1,,,,,,,,,,,81286,Functional ,,,,,
42095,23-3970,M/s. Abdullah Textile Mills/Takbeer Soter ,1.09.2009,vehari road Burewala,Burewala,Vehari,Multan,3088259433,1.09.2009,,Manufacture of Textile ,10,0,0,10,151000,9060,17284,,,,,,,,59837,Functional ,,,,,
42096,71-4333,M/s. Chaudhary Brothers Goods Company ,1.05.2010,Chichawatni road Burewala,Burewala,Vehari,Multan,,1.05.2010,,Transport ,5,0,0,5,,,,4500,,,,,,,622441,Functional ,,,,,
42097,36-3993,M/s. Malik Arshad Safe Almari Maker ,1.05.2010,Burewala,Burewala,Vehari,Multan,,1.05.2010,,"Manufacture of Machinery, except electrical machinery ",2,0,0,2,,,,1800,,,,,,,76420,Functional ,,,,,
42098,24-4334,M/s. Mian Tailors ,1.05.2010,Al-Qamar Palaza Burewala,Burewala,Vehari,Multan,,1.05.2010,,"Manufacture of footware, other wearing apparel 
and made up Textile goods ",,,,,,,,,,,,,,,73740,Non-Functional,,,,,
42099,24-4335,M/s. Asif Tailors ,1.05.2010,Imam Bargarh Burewala,Burewala,Vehari,Multan,,1.05.2010,,"Manufacture of footware, other wearing apparel 
and made up Textile goods ",2,0,0,2,,,,1800,,,,,,,73980,Functional ,,,,,
42100,24-4336,M/s. Nafees Tailors ,1.05.2010,152/WB Burewala,Burewala,Vehari,Multan,,1.05.2010,,"Manufacture of footware, other wearing apparel 
and made up Textile goods ",3,0,0,3,,,,2700,,,,,,,86880,Functional ,,,,,
42101,24-4337,M/s. Arco Tailors ,1.05.2010,134 D Block Burewala,Burewala,Vehari,Multan,,1.05.2010,,"Manufacture of footware, other wearing apparel 
and made up Textile goods ",,,,,,,,,,,,,,,18600,Non-Functional,,,,,
42102,61-4338,M/s. New Saadiq cloth House ,1.05.2010,Rail Bzar Burewala,Burewala,Vehari,Multan,,1.05.2010,,Whole Sale and Retails Trade ,3,0,0,3,,,,2700,,,,,,,164700,Functional ,,,,,
42103,61-4339,M/s. Hamza Khan & Company ,1.05.2010,56-B Burewala,Burewala,Vehari,Multan,,1.05.2010,,Whole Sale and Retails Trade ,,,,,,,,,,,,,,,151600,Non-Functional,,,,,
42104,61-4340,M/s. Naeem Medicine Company ,1.05.2010,123/II Block Burewala,Burewala,Vehari,Multan,,1.05.2010,,Whole Sale and Retails Trade ,5,0,0,5,,,,4500,,,,,,,237060,Functional ,,,,,
42105,61-4341,M/s. Hafiz Cloth House,1.10.2010,Rail Bzar Burewala,Burewala,Vehari,Multan,,1.10.2010,,Whole Sale and Retails Trade ,3,0,0,3,,,,2700,,,,,,,164700,Functional ,,,,,
42106,61-4342,M/s. Al-Shafi Medicine Company ,1.10.2010,Burewala,Burewala,Vehari,Multan,,1.10.2010,,Whole Sale and Retails Trade ,,,,,,,,,,,,,,,90720,Non-Functional,,,,,
42107,20-4343,M/s. Sofi Sweets & Bakers ,1.10.2010,vehari Bazar Burewala,Burewala,Vehari,Multan,,1.10.2010,,Food Mfg. Industries Except Beverage Industries ,5,0,0,5,,,,4500,,,,,,,262800,Functional ,,,,,
42108,20-4344,M/s. Makkah Madina Bakers ,1.10.2010,vehari Bazar Burewala,Burewala,Vehari,Multan,,1.10.2010,,Food Mfg. Industries Except Beverage Industries ,4,0,0,4,,,,3600,,,,,,,218260,Functional ,,,,,
42109,61-4345,M/s. Malik Iqbal & Sons ,1.10.2010,Dogar Markit Burewala,Burewala,Vehari,Multan,,1.10.2010,,Whole Sale and Retails Trade ,3,0,0,3,,,,2700,,,,,,,164880,Functional ,,,,,
42110,61-4346,M/s. Akram Executive Shoes Center ,1.10.2010,College Road Burewala,Burewala,Vehari,Multan,,1.10.2010,,Whole Sale and Retails Trade ,3,0,0,3,,,,2700,,,,,,,157860,Functional ,,,,,
